Team_C 2022-05-09 16:00 2
Team_D 2022-04-26 10:00 1
Team_B 2022-04-30 17:00 1
Team_A 2022-05-02 16:00 2
Team_A 2022-05-14 15:00 1
Team_E 2022-04-27 16:00 1
Team_E 2022-05-02 09:00 3
Team_E 2022-05-09 10:00 1
Team_A 2022-05-03 13:00 2
Team_E 2022-04-29 10:00 2
Team_B 2022-05-05 14:00 3
Team_C 2022-04-27 10:00 1
Team_C 2022-04-28 14:00 3
Team_A 2022-05-10 14:00 3
Team_E 2022-05-04 16:00 2
Team_C 2022-05-04 11:00 1
Team_D 2022-05-07 14:00 3
Team_C 2022-05-13 14:00 3
Team_E 2022-05-06 09:00 2
Team_C 2022-04-27 16:00 2
Team_A 2022-05-04 13:00 3
Team_D 2022-04-27 11:00 3
Team_D 2022-04-30 12:00 2
Team_E 2022-04-26 15:00 3
Team_E 2022-05-11 17:00 1
Team_D 2022-04-27 15:00 2
Team_D 2022-05-09 13:00 1
Team_D 2022-04-29 09:00 3
Team_C 2022-05-10 13:00 3
Team_D 2022-05-02 17:00 1
Team_A 2022-05-02 17:00 1
Team_E 2022-05-11 10:00 3
Team_D 2022-04-25 14:00 1
Team_B 2022-05-02 17:00 1
Team_D 2022-05-09 12:00 1
Team_B 2022-05-03 11:00 3
Team_B 2022-05-04 09:00 3
Team_D 2022-04-26 13:00 2
Team_E 2022-05-02 17:00 1
Team_B 2022-04-25 12:00 1
Team_D 2022-05-12 10:00 1
Team_A 2022-05-13 14:00 2
Team_B 2022-04-27 15:00 1
Team_D 2022-05-13 09:00 2
Team_A 2022-04-29 10:00 3
Team_D 2022-05-12 10:00 1
Team_D 2022-04-28 17:00 1
Team_E 2022-05-13 09:00 1
Team_E 2022-05-14 15:00 1
Team_B 2022-05-14 17:00 1
Team_A 2022-04-27 09:00 2
Team_E 2022-05-06 17:00 1
Team_A 2022-05-10 12:00 3
Team_B 2022-04-25 15:00 1
Team_B 2022-05-14 09:00 1
Team_D 2022-05-13 10:00 2
Team_D 2022-04-30 15:00 1
Team_E 2022-05-10 17:00 1
