Team_A 2022-04-28 17:00 1
Team_C 2022-04-29 10:00 2
Team_B 2022-05-13 16:00 2
Team_C 2022-04-29 14:00 3
Team_E 2022-05-13 09:00 1
Team_E 2022-04-30 16:00 2
Team_B 2022-05-04 11:00 3
Team_D 2022-04-30 11:00 2
Team_A 2022-05-14 09:00 3
Team_C 2022-05-05 12:00 3
Team_B 2022-04-26 11:00 1
Team_C 2022-05-12 14:00 2
Team_D 2022-05-14 10:00 3
Team_A 2022-04-27 10:00 3
Team_D 2022-04-25 12:00 1
Team_A 2022-04-27 13:00 2
Team_A 2022-04-28 14:00 3
Team_A 2022-05-13 14:00 3
Team_D 2022-05-05 15:00 1
Team_C 2022-05-10 17:00 1
